rank,title,doi,doi_url,publication_year,publication_date,journal_or_venue,cited_by_count,open_access,oa_status,oa_url,openalex_id,primary_topic,primary_subfield,work_type,retrieved_at_utc
565,The Prevention and Treatment of Missing Data in Clinical Trials,10.1056/nejmsr1203730,https://doi.org/10.1056/nejmsr1203730,2012,2012-10-03,New England Journal of Medicine,1909,Yes,bronze,https://www.nejm.org/doi/pdf/10.1056/NEJMsr1203730?articleTools=true,https://openalex.org/W2009432182,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
566,A Fast Algorithm for the Minimum Covariance Determinant Estimator,10.2307/1270566,https://doi.org/10.2307/1270566,1999,1999-08-01,Technometrics,1903,No,closed,,https://openalex.org/W1980262437,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
567,Level-spacing distributions and the Airy kernel,10.1007/bf02100489,https://doi.org/10.1007/bf02100489,1994,1994-01-01,Communications in Mathematical Physics,1903,Yes,green,https://arxiv.org/pdf/hep-th/9211141,https://openalex.org/W2499952289,Random Matrices and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
568,"The BUGS project: Evolution, critique and future directions",10.1002/sim.3680,https://doi.org/10.1002/sim.3680,2009,2009-07-24,Statistics in Medicine,1896,No,closed,,https://openalex.org/W2134012062,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
569,Evaluating significance in linear mixed-effects models in R,10.3758/s13428-016-0809-y,https://doi.org/10.3758/s13428-016-0809-y,2016,2016-09-12,Behavior Research Methods,1886,Yes,bronze,https://link.springer.com/content/pdf/10.3758/s13428-016-0809-y.pdf,https://openalex.org/W2519845840,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
570,Statistical Inference for Capture-Recapture Experiments.,10.2307/2532321,https://doi.org/10.2307/2532321,1992,1992-06-01,Biometrics,1870,No,closed,,https://openalex.org/W2084734423,Census and Population Estimation,Statistics and Probability,article,2026-07-24T02:35:38+00:00
571,Alternatives to the Median Absolute Deviation,10.1080/01621459.1993.10476408,https://doi.org/10.1080/01621459.1993.10476408,1993,1993-12-01,Journal of the American Statistical Association,1868,No,closed,,https://openalex.org/W2033079433,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
572,Practical Nonparametric Statistics (2nd ed).,10.2307/2287607,https://doi.org/10.2307/2287607,1981,1981-12-01,Journal of the American Statistical Association,1868,No,closed,,https://openalex.org/W2054805201,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
573,Fuzzy random variables,10.1016/0022-247x(86)90093-4,https://doi.org/10.1016/0022-247x(86)90093-4,1986,1986-03-01,Journal of Mathematical Analysis and Applications,1867,No,closed,,https://openalex.org/W1977914365,Fuzzy Systems and Optimization,Statistics and Probability,article,2026-07-24T02:35:38+00:00
574,Sisvar: a Guide for its Bootstrap procedures in multiple comparisons,10.1590/s1413-70542014000200001,https://doi.org/10.1590/s1413-70542014000200001,2014,2014-04-01,Ciência e Agrotecnologia,1859,Yes,gold,https://www.scielo.br/j/cagro/a/yyWQQVwqNcH6kzf9qT9Jdhv/?lang=en&format=pdf,https://openalex.org/W2033146070,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
575,Goodness of fit tests for the multiple logistic regression model,10.1080/03610928008827941,https://doi.org/10.1080/03610928008827941,1980,1980-01-01,Communication in Statistics- Theory and Methods,1855,No,closed,,https://openalex.org/W2031687681,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
576,Interval estimation for the difference between independent proportions: comparison of eleven methods,10.1002/(sici)1097-0258(19980430)17:8<873::aid-sim779>3.0.co;2-i,https://doi.org/10.1002/(sici)1097-0258(19980430)17:8<873::aid-sim779>3.0.co;2-i,1998,1998-04-30,Statistics in Medicine,1855,No,closed,,https://openalex.org/W2096913021,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
577,Significance tests and goodness of fit in the analysis of covariance structures.,10.1037//0033-2909.88.3.588,https://doi.org/10.1037//0033-2909.88.3.588,1980,1980-01-01,Psychological Bulletin,1853,No,closed,,https://openalex.org/W4245374928,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
578,Statistical Power to Detect the Correct Number of Classes in Latent Profile Analysis,10.1080/10705511.2013.824781,https://doi.org/10.1080/10705511.2013.824781,2013,2013-10-01,Structural Equation Modeling A Multidisciplinary Journal,1850,Yes,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3904803,https://openalex.org/W2080725209,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
579,A COMPARISON OF GOODNESS-OF-FIT TESTS FOR THE LOGISTIC REGRESSION MODEL,10.1002/(sici)1097-0258(19970515)16:9<965::aid-sim509>3.0.co;2-o,https://doi.org/10.1002/(sici)1097-0258(19970515)16:9<965::aid-sim509>3.0.co;2-o,1997,1997-05-15,Statistics in Medicine,1850,No,closed,,https://openalex.org/W2140468511,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
580,Understanding and misunderstanding randomized controlled trials,10.1016/j.socscimed.2017.12.005,https://doi.org/10.1016/j.socscimed.2017.12.005,2017,2017-12-25,Social Science & Medicine,1848,Yes,hybrid,https://www.sciencedirect.com/science/article/am/pii/S0277953617307359?via%3Dihub,https://openalex.org/W2515189678,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
581,The Asymptotic Theory of Extreme Order Statistics,10.2307/1269868,https://doi.org/10.2307/1269868,1990,1990-02-01,Technometrics,1848,No,closed,,https://openalex.org/W2972424502,Statistical Distribution Estimation and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
582,Addition and subtraction by human infants,10.1038/358749a0,https://doi.org/10.1038/358749a0,1992,1992-08-27,Nature,1847,No,closed,,https://openalex.org/W2067253250,Cognitive and developmental aspects of mathematical skills,Statistics and Probability,article,2026-07-24T02:35:38+00:00
583,Regression modelling strategies for improved prognostic prediction,10.1002/sim.4780030207,https://doi.org/10.1002/sim.4780030207,1984,1984-04-01,Statistics in Medicine,1841,No,closed,,https://openalex.org/W2074703669,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
584,Regression Analysis of Multivariate Incomplete Failure Time Data by Modeling Marginal Distributions,10.1080/01621459.1989.10478873,https://doi.org/10.1080/01621459.1989.10478873,1989,1989-12-01,Journal of the American Statistical Association,1839,No,closed,,https://openalex.org/W2092648747,Statistical Distribution Estimation and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
585,Expected value of fuzzy variable and fuzzy expected value models,10.1109/tfuzz.2002.800692,https://doi.org/10.1109/tfuzz.2002.800692,2002,2002-08-01,IEEE Transactions on Fuzzy Systems,1839,No,closed,,https://openalex.org/W2128530362,Fuzzy Systems and Optimization,Statistics and Probability,article,2026-07-24T02:35:38+00:00
586,The Advanced Theory of Statistics,10.2307/1527192,https://doi.org/10.2307/1527192,1963,1963-04-01,Population,1838,No,closed,,https://openalex.org/W2777019853,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
587,Non-Parametric Estimation of a Multivariate Probability Density,10.1137/1114019,https://doi.org/10.1137/1114019,1969,1969-01-01,Theory of Probability and Its Applications,1836,No,closed,,https://openalex.org/W2137295153,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
588,Best practices for missing data management in counseling psychology.,10.1037/a0018082,https://doi.org/10.1037/a0018082,2010,2010-01-01,Journal of Counseling Psychology,1833,No,closed,,https://openalex.org/W2097814478,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
589,"PLACEBO-CONTROLLED, RANDOMISED TRIAL OF WARFARIN AND ASPIRIN FOR PREVENTION OF THROMBOEMBOLIC COMPLICATIONS IN CHRONIC ATRIAL FIBRILLATION",10.1016/s0140-6736(89)91200-2,https://doi.org/10.1016/s0140-6736(89)91200-2,1989,1989-01-01,The Lancet,1831,No,closed,,https://openalex.org/W2040452288,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
590,Heuristics versus statistics in discriminant validity testing: a comparison of four procedures,10.1108/intr-12-2017-0515,https://doi.org/10.1108/intr-12-2017-0515,2019,2019-02-26,Internet Research,1830,No,closed,,https://openalex.org/W2915477003,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
591,Identifiability and Exchangeability for Direct and Indirect Effects,10.1097/00001648-199203000-00013,https://doi.org/10.1097/00001648-199203000-00013,1992,1992-03-01,Epidemiology,1828,No,closed,,https://openalex.org/W1973285887,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
592,Post-hoc Probing of Significant Moderational and Mediational Effects in Studies of Pediatric Populations,10.1093/jpepsy/27.1.87,https://doi.org/10.1093/jpepsy/27.1.87,2002,2002-01-01,Journal of Pediatric Psychology,1826,Yes,bronze,https://academic.oup.com/jpepsy/article-pdf/27/1/87/9837164/87.pdf,https://openalex.org/W2170123630,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
593,Advantages of Monte Carlo Confidence Intervals for Indirect Effects,10.1080/19312458.2012.679848,https://doi.org/10.1080/19312458.2012.679848,2012,2012-04-01,Communication Methods and Measures,1823,No,closed,,https://openalex.org/W2104411852,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
594,"The Empirical Distribution Function with Arbitrarily Grouped, Censored and Truncated Data",10.1111/j.2517-6161.1976.tb01597.x,https://doi.org/10.1111/j.2517-6161.1976.tb01597.x,1976,1976-07-01,Journal of the Royal Statistical Society Series B (Statistical Methodology),1822,No,closed,,https://openalex.org/W2121493622,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
595,Maximum likelihood estimation via the ECM algorithm: A general framework,10.1093/biomet/80.2.267,https://doi.org/10.1093/biomet/80.2.267,1993,1993-01-01,Biometrika,1821,No,closed,,https://openalex.org/W1967639437,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
596,Root-mean-square error (RMSE) or mean absolute error (MAE): when to use them or not,10.5194/gmd-15-5481-2022,https://doi.org/10.5194/gmd-15-5481-2022,2022,2022-07-19,Geoscientific model development,1813,Yes,gold,https://gmd.copernicus.org/articles/15/5481/2022/gmd-15-5481-2022.pdf,https://openalex.org/W4285794683,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
597,A weakly informative default prior distribution for logistic and other regression models,10.1214/08-aoas191,https://doi.org/10.1214/08-aoas191,2008,2008-12-01,The Annals of Applied Statistics,1811,Yes,bronze,https://projecteuclid.org/journals/annals-of-applied-statistics/volume-2/issue-4/A-weakly-informative-default-prior-distribution-for-logistic-and-other/10.1214/08-AOAS191.pdf,https://openalex.org/W2008640468,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
598,Assessing Proportionality in the Proportional Odds Model for Ordinal Logistic Regression,10.2307/2532457,https://doi.org/10.2307/2532457,1990,1990-12-01,Biometrics,1810,No,closed,,https://openalex.org/W2016013569,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
599,Nonlinear Mixed Effects Models for Repeated Measures Data,10.2307/2532087,https://doi.org/10.2307/2532087,1990,1990-09-01,Biometrics,1807,No,closed,,https://openalex.org/W1993147091,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
600,Approximate Inference in Generalized Linear Mixed Models,10.2307/2290687,https://doi.org/10.2307/2290687,1993,1993-03-01,Journal of the American Statistical Association,1805,No,closed,,https://openalex.org/W4244611409,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
601,A Tutorial on MM Algorithms,10.1198/0003130042836,https://doi.org/10.1198/0003130042836,2004,2004-02-01,The American Statistician,1803,No,closed,,https://openalex.org/W2149414429,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
602,Sequential Monte Carlo Methods for Dynamic Systems,10.2307/2669847,https://doi.org/10.2307/2669847,1998,1998-09-01,Journal of the American Statistical Association,1802,No,closed,,https://openalex.org/W2064480843,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
603,Principles and Procedures of Statistics with Special Reference to the Biological Sciences.,10.2307/2987461,https://doi.org/10.2307/2987461,1961,1961-12-01,The Incorporated Statistician,1799,No,closed,,https://openalex.org/W2062359354,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
604,"INTERPOLATING, EXTRAPOLATING, AND COMPARING INCIDENCE-BASED SPECIES ACCUMULATION CURVES",10.1890/03-0557,https://doi.org/10.1890/03-0557,2004,2004-10-01,Ecology,1798,No,closed,,https://openalex.org/W2132853588,Census and Population Estimation,Statistics and Probability,article,2026-07-24T02:35:38+00:00
605,Applied Regression Analysis.,10.2307/2982106,https://doi.org/10.2307/2982106,1982,1982-01-01,Journal of the Royal Statistical Society Series A (General),1793,No,closed,,https://openalex.org/W3027485947,Statistical Methods and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
606,What’s trending in difference-in-differences? A synthesis of the recent econometrics literature,10.1016/j.jeconom.2023.03.008,https://doi.org/10.1016/j.jeconom.2023.03.008,2023,2023-04-29,Journal of Econometrics,1790,No,closed,,https://openalex.org/W4367396771,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
607,Marginal Structural Models to Estimate the Causal Effect of Zidovudine on the Survival of HIV-Positive Men,10.1097/00001648-200009000-00012,https://doi.org/10.1097/00001648-200009000-00012,2000,2000-09-01,Epidemiology,1789,No,closed,,https://openalex.org/W2008557562,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
